LAST SEEN   TYPE      REASON                          OBJECT                                             MESSAGE
38m         Normal    Started                         pod/pod-janitor-1606497360-dqhds                   Started container pod-janitor
38m         Normal    SandboxChanged                  pod/pod-janitor-1606497360-dqhds                   Pod sandbox changed, it will be killed and re-created.
38m         Normal    SuccessfulCreate                job/pod-janitor-1606497360                         Created pod: pod-janitor-1606497360-dqhds
38m         Normal    Completed                       job/pod-janitor-1606497360                         Job completed
37m         Normal    Scheduled                       pod/pod-janitor-1606497420-z7cf8                   Successfully assigned icap-adaptation/pod-janitor-1606497420-z7cf8 to aks-icaptestnode-10971123-vmss000000
37m         Normal    Pulled                          pod/pod-janitor-1606497420-z7cf8                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
37m         Normal    Created                         pod/pod-janitor-1606497420-z7cf8                   Created container pod-janitor
37m         Normal    Started                         pod/pod-janitor-1606497420-z7cf8                   Started container pod-janitor
37m         Normal    SuccessfulCreate                job/pod-janitor-1606497420                         Created pod: pod-janitor-1606497420-z7cf8
37m         Normal    Completed                       job/pod-janitor-1606497420                         Job completed
36m         Normal    Scheduled                       pod/pod-janitor-1606497480-tmk96                   Successfully assigned icap-adaptation/pod-janitor-1606497480-tmk96 to aks-icaptestnode-10971123-vmss000000
36m         Normal    Pulled                          pod/pod-janitor-1606497480-tmk96                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
36m         Normal    Created                         pod/pod-janitor-1606497480-tmk96                   Created container pod-janitor
36m         Normal    Started                         pod/pod-janitor-1606497480-tmk96                   Started container pod-janitor
36m         Normal    SandboxChanged                  pod/pod-janitor-1606497480-tmk96                   Pod sandbox changed, it will be killed and re-created.
36m         Normal    SuccessfulCreate                job/pod-janitor-1606497480                         Created pod: pod-janitor-1606497480-tmk96
36m         Normal    Completed                       job/pod-janitor-1606497480                         Job completed
35m         Normal    Scheduled                       pod/pod-janitor-1606497540-rb5m6                   Successfully assigned icap-adaptation/pod-janitor-1606497540-rb5m6 to aks-icaptestnode-10971123-vmss000000
35m         Normal    Pulled                          pod/pod-janitor-1606497540-rb5m6                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
35m         Normal    Created                         pod/pod-janitor-1606497540-rb5m6                   Created container pod-janitor
35m         Normal    Started                         pod/pod-janitor-1606497540-rb5m6                   Started container pod-janitor
35m         Normal    SuccessfulCreate                job/pod-janitor-1606497540                         Created pod: pod-janitor-1606497540-rb5m6
35m         Normal    Completed                       job/pod-janitor-1606497540                         Job completed
34m         Normal    Scheduled                       pod/pod-janitor-1606497600-pdjhr                   Successfully assigned icap-adaptation/pod-janitor-1606497600-pdjhr to aks-icaptestnode-10971123-vmss000000
34m         Normal    Pulled                          pod/pod-janitor-1606497600-pdjhr                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
34m         Normal    Created                         pod/pod-janitor-1606497600-pdjhr                   Created container pod-janitor
34m         Normal    Started                         pod/pod-janitor-1606497600-pdjhr                   Started container pod-janitor
34m         Normal    SandboxChanged                  pod/pod-janitor-1606497600-pdjhr                   Pod sandbox changed, it will be killed and re-created.
34m         Normal    SuccessfulCreate                job/pod-janitor-1606497600                         Created pod: pod-janitor-1606497600-pdjhr
34m         Normal    Completed                       job/pod-janitor-1606497600                         Job completed
33m         Normal    Scheduled                       pod/pod-janitor-1606497660-4ljmv                   Successfully assigned icap-adaptation/pod-janitor-1606497660-4ljmv to aks-icaptestnode-10971123-vmss000001
33m         Normal    Pulling                         pod/pod-janitor-1606497660-4ljmv                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
33m         Normal    Pulled                          pod/pod-janitor-1606497660-4ljmv                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
33m         Normal    Created                         pod/pod-janitor-1606497660-4ljmv                   Created container pod-janitor
33m         Normal    Started                         pod/pod-janitor-1606497660-4ljmv                   Started container pod-janitor
33m         Normal    SandboxChanged                  pod/pod-janitor-1606497660-4ljmv                   Pod sandbox changed, it will be killed and re-created.
33m         Normal    SuccessfulCreate                job/pod-janitor-1606497660                         Created pod: pod-janitor-1606497660-4ljmv
33m         Normal    Completed                       job/pod-janitor-1606497660                         Job completed
32m         Normal    Scheduled                       pod/pod-janitor-1606497720-69qtv                   Successfully assigned icap-adaptation/pod-janitor-1606497720-69qtv to aks-icaptestnode-10971123-vmss000001
32m         Normal    Pulled                          pod/pod-janitor-1606497720-69qtv                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
32m         Normal    Created                         pod/pod-janitor-1606497720-69qtv                   Created container pod-janitor
32m         Normal    Started                         pod/pod-janitor-1606497720-69qtv                   Started container pod-janitor
32m         Normal    SandboxChanged                  pod/pod-janitor-1606497720-69qtv                   Pod sandbox changed, it will be killed and re-created.
32m         Normal    SuccessfulCreate                job/pod-janitor-1606497720                         Created pod: pod-janitor-1606497720-69qtv
32m         Normal    Completed                       job/pod-janitor-1606497720                         Job completed
31m         Normal    Scheduled                       pod/pod-janitor-1606497780-hdp9w                   Successfully assigned icap-adaptation/pod-janitor-1606497780-hdp9w to aks-icaptestnode-10971123-vmss000001
31m         Normal    Pulled                          pod/pod-janitor-1606497780-hdp9w                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
31m         Normal    Created                         pod/pod-janitor-1606497780-hdp9w                   Created container pod-janitor
31m         Normal    Started                         pod/pod-janitor-1606497780-hdp9w                   Started container pod-janitor
31m         Normal    SandboxChanged                  pod/pod-janitor-1606497780-hdp9w                   Pod sandbox changed, it will be killed and re-created.
31m         Normal    SuccessfulCreate                job/pod-janitor-1606497780                         Created pod: pod-janitor-1606497780-hdp9w
31m         Normal    Completed                       job/pod-janitor-1606497780                         Job completed
30m         Normal    Scheduled                       pod/pod-janitor-1606497840-px68d                   Successfully assigned icap-adaptation/pod-janitor-1606497840-px68d to aks-icaptestnode-10971123-vmss000001
30m         Normal    Pulled                          pod/pod-janitor-1606497840-px68d                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
30m         Normal    Created                         pod/pod-janitor-1606497840-px68d                   Created container pod-janitor
30m         Normal    Started                         pod/pod-janitor-1606497840-px68d                   Started container pod-janitor
30m         Normal    SandboxChanged                  pod/pod-janitor-1606497840-px68d                   Pod sandbox changed, it will be killed and re-created.
30m         Normal    SuccessfulCreate                job/pod-janitor-1606497840                         Created pod: pod-janitor-1606497840-px68d
30m         Normal    Completed                       job/pod-janitor-1606497840                         Job completed
29m         Normal    Scheduled                       pod/pod-janitor-1606497900-b58ww                   Successfully assigned icap-adaptation/pod-janitor-1606497900-b58ww to aks-icaptestnode-10971123-vmss000001
29m         Normal    Pulled                          pod/pod-janitor-1606497900-b58ww                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
29m         Normal    Created                         pod/pod-janitor-1606497900-b58ww                   Created container pod-janitor
29m         Normal    Started                         pod/pod-janitor-1606497900-b58ww                   Started container pod-janitor
29m         Normal    SuccessfulCreate                job/pod-janitor-1606497900                         Created pod: pod-janitor-1606497900-b58ww
29m         Normal    Completed                       job/pod-janitor-1606497900                         Job completed
28m         Normal    Scheduled                       pod/pod-janitor-1606497960-f2p4z                   Successfully assigned icap-adaptation/pod-janitor-1606497960-f2p4z to aks-icaptestnode-10971123-vmss000001
28m         Normal    Pulled                          pod/pod-janitor-1606497960-f2p4z                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
28m         Normal    Created                         pod/pod-janitor-1606497960-f2p4z                   Created container pod-janitor
28m         Normal    Started                         pod/pod-janitor-1606497960-f2p4z                   Started container pod-janitor
28m         Normal    SandboxChanged                  pod/pod-janitor-1606497960-f2p4z                   Pod sandbox changed, it will be killed and re-created.
28m         Normal    SuccessfulCreate                job/pod-janitor-1606497960                         Created pod: pod-janitor-1606497960-f2p4z
28m         Normal    Completed                       job/pod-janitor-1606497960                         Job completed
27m         Normal    Scheduled                       pod/pod-janitor-1606498020-hf67x                   Successfully assigned icap-adaptation/pod-janitor-1606498020-hf67x to aks-icaptestnode-10971123-vmss000001
27m         Normal    Pulled                          pod/pod-janitor-1606498020-hf67x                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
27m         Normal    Created                         pod/pod-janitor-1606498020-hf67x                   Created container pod-janitor
27m         Normal    Started                         pod/pod-janitor-1606498020-hf67x                   Started container pod-janitor
27m         Normal    SandboxChanged                  pod/pod-janitor-1606498020-hf67x                   Pod sandbox changed, it will be killed and re-created.
27m         Normal    SuccessfulCreate                job/pod-janitor-1606498020                         Created pod: pod-janitor-1606498020-hf67x
27m         Normal    Completed                       job/pod-janitor-1606498020                         Job completed
26m         Normal    Scheduled                       pod/pod-janitor-1606498080-nq6nb                   Successfully assigned icap-adaptation/pod-janitor-1606498080-nq6nb to aks-icaptestnode-10971123-vmss000001
26m         Normal    Pulled                          pod/pod-janitor-1606498080-nq6nb                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
26m         Normal    Created                         pod/pod-janitor-1606498080-nq6nb                   Created container pod-janitor
26m         Normal    Started                         pod/pod-janitor-1606498080-nq6nb                   Started container pod-janitor
26m         Normal    SandboxChanged                  pod/pod-janitor-1606498080-nq6nb                   Pod sandbox changed, it will be killed and re-created.
26m         Normal    SuccessfulCreate                job/pod-janitor-1606498080                         Created pod: pod-janitor-1606498080-nq6nb
26m         Normal    Completed                       job/pod-janitor-1606498080                         Job completed
25m         Normal    Scheduled                       pod/pod-janitor-1606498140-wtr55                   Successfully assigned icap-adaptation/pod-janitor-1606498140-wtr55 to aks-icaptestnode-10971123-vmss000001
25m         Normal    Pulled                          pod/pod-janitor-1606498140-wtr55                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
25m         Normal    Created                         pod/pod-janitor-1606498140-wtr55                   Created container pod-janitor
25m         Normal    Started                         pod/pod-janitor-1606498140-wtr55                   Started container pod-janitor
25m         Normal    SandboxChanged                  pod/pod-janitor-1606498140-wtr55                   Pod sandbox changed, it will be killed and re-created.
25m         Normal    SuccessfulCreate                job/pod-janitor-1606498140                         Created pod: pod-janitor-1606498140-wtr55
25m         Normal    Completed                       job/pod-janitor-1606498140                         Job completed
24m         Normal    Scheduled                       pod/pod-janitor-1606498200-kbqgn                   Successfully assigned icap-adaptation/pod-janitor-1606498200-kbqgn to aks-icaptestnode-10971123-vmss000023
24m         Normal    Pulling                         pod/pod-janitor-1606498200-kbqgn                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
24m         Normal    Pulled                          pod/pod-janitor-1606498200-kbqgn                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
23m         Normal    Created                         pod/pod-janitor-1606498200-kbqgn                   Created container pod-janitor
23m         Normal    Started                         pod/pod-janitor-1606498200-kbqgn                   Started container pod-janitor
23m         Normal    SandboxChanged                  pod/pod-janitor-1606498200-kbqgn                   Pod sandbox changed, it will be killed and re-created.
24m         Normal    SuccessfulCreate                job/pod-janitor-1606498200                         Created pod: pod-janitor-1606498200-kbqgn
23m         Normal    Completed                       job/pod-janitor-1606498200                         Job completed
23m         Normal    Scheduled                       pod/pod-janitor-1606498260-c6845                   Successfully assigned icap-adaptation/pod-janitor-1606498260-c6845 to aks-icaptestnode-10971123-vmss00001z
23m         Normal    Pulling                         pod/pod-janitor-1606498260-c6845                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
23m         Normal    Pulled                          pod/pod-janitor-1606498260-c6845                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
23m         Normal    Created                         pod/pod-janitor-1606498260-c6845                   Created container pod-janitor
23m         Normal    Started                         pod/pod-janitor-1606498260-c6845                   Started container pod-janitor
23m         Normal    SuccessfulCreate                job/pod-janitor-1606498260                         Created pod: pod-janitor-1606498260-c6845
23m         Normal    Completed                       job/pod-janitor-1606498260                         Job completed
22m         Normal    Scheduled                       pod/pod-janitor-1606498320-vxxkv                   Successfully assigned icap-adaptation/pod-janitor-1606498320-vxxkv to aks-icaptestnode-10971123-vmss000020
22m         Normal    Pulling                         pod/pod-janitor-1606498320-vxxkv                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
22m         Normal    Pulled                          pod/pod-janitor-1606498320-vxxkv                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
22m         Normal    Created                         pod/pod-janitor-1606498320-vxxkv                   Created container pod-janitor
22m         Normal    Started                         pod/pod-janitor-1606498320-vxxkv                   Started container pod-janitor
22m         Normal    SandboxChanged                  pod/pod-janitor-1606498320-vxxkv                   Pod sandbox changed, it will be killed and re-created.
22m         Warning   FailedCreatePodSandBox          pod/pod-janitor-1606498320-vxxkv                   Failed to create pod sandbox: rpc error: code = Unknown desc = failed to start sandbox container for pod "pod-janitor-1606498320-vxxkv": Error response from daemon: OCI runtime create failed: container_linux.go:370: starting container process caused: process_linux.go:459: container init caused: read init-p: connection reset by peer: unknown
22m         Normal    SuccessfulCreate                job/pod-janitor-1606498320                         Created pod: pod-janitor-1606498320-vxxkv
22m         Normal    Completed                       job/pod-janitor-1606498320                         Job completed
21m         Normal    Scheduled                       pod/pod-janitor-1606498380-6xqlz                   Successfully assigned icap-adaptation/pod-janitor-1606498380-6xqlz to aks-icaptestnode-10971123-vmss000016
21m         Normal    Pulling                         pod/pod-janitor-1606498380-6xqlz                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
21m         Normal    Pulled                          pod/pod-janitor-1606498380-6xqlz                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
21m         Normal    Created                         pod/pod-janitor-1606498380-6xqlz                   Created container pod-janitor
21m         Normal    Started                         pod/pod-janitor-1606498380-6xqlz                   Started container pod-janitor
21m         Normal    SandboxChanged                  pod/pod-janitor-1606498380-6xqlz                   Pod sandbox changed, it will be killed and re-created.
21m         Normal    SuccessfulCreate                job/pod-janitor-1606498380                         Created pod: pod-janitor-1606498380-6xqlz
21m         Normal    Completed                       job/pod-janitor-1606498380                         Job completed
20m         Normal    Scheduled                       pod/pod-janitor-1606498440-cm8dp                   Successfully assigned icap-adaptation/pod-janitor-1606498440-cm8dp to aks-icaptestnode-10971123-vmss00001l
20m         Normal    Pulling                         pod/pod-janitor-1606498440-cm8dp                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
20m         Normal    Pulled                          pod/pod-janitor-1606498440-cm8dp                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
20m         Normal    Created                         pod/pod-janitor-1606498440-cm8dp                   Created container pod-janitor
20m         Normal    Started                         pod/pod-janitor-1606498440-cm8dp                   Started container pod-janitor
20m         Normal    SandboxChanged                  pod/pod-janitor-1606498440-cm8dp                   Pod sandbox changed, it will be killed and re-created.
20m         Normal    SuccessfulCreate                job/pod-janitor-1606498440                         Created pod: pod-janitor-1606498440-cm8dp
20m         Normal    Completed                       job/pod-janitor-1606498440                         Job completed
19m         Normal    Scheduled                       pod/pod-janitor-1606498500-2c7q4                   Successfully assigned icap-adaptation/pod-janitor-1606498500-2c7q4 to aks-icaptestnode-10971123-vmss00000w
19m         Normal    Pulling                         pod/pod-janitor-1606498500-2c7q4                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
19m         Normal    Pulled                          pod/pod-janitor-1606498500-2c7q4                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
19m         Normal    Created                         pod/pod-janitor-1606498500-2c7q4                   Created container pod-janitor
19m         Normal    Started                         pod/pod-janitor-1606498500-2c7q4                   Started container pod-janitor
19m         Normal    SandboxChanged                  pod/pod-janitor-1606498500-2c7q4                   Pod sandbox changed, it will be killed and re-created.
19m         Normal    SuccessfulCreate                job/pod-janitor-1606498500                         Created pod: pod-janitor-1606498500-2c7q4
19m         Normal    Completed                       job/pod-janitor-1606498500                         Job completed
18m         Normal    Scheduled                       pod/pod-janitor-1606498560-nhgtp                   Successfully assigned icap-adaptation/pod-janitor-1606498560-nhgtp to aks-icaptestnode-10971123-vmss00000p
18m         Normal    Pulling                         pod/pod-janitor-1606498560-nhgtp                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
18m         Normal    Pulled                          pod/pod-janitor-1606498560-nhgtp                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
18m         Normal    Created                         pod/pod-janitor-1606498560-nhgtp                   Created container pod-janitor
18m         Normal    Started                         pod/pod-janitor-1606498560-nhgtp                   Started container pod-janitor
18m         Normal    SandboxChanged                  pod/pod-janitor-1606498560-nhgtp                   Pod sandbox changed, it will be killed and re-created.
18m         Warning   FailedCreatePodSandBox          pod/pod-janitor-1606498560-nhgtp                   Failed to create pod sandbox: rpc error: code = Unknown desc = failed to start sandbox container for pod "pod-janitor-1606498560-nhgtp": Error response from daemon: OCI runtime create failed: container_linux.go:370: starting container process caused: process_linux.go:459: container init caused: read init-p: connection reset by peer: unknown
18m         Normal    SuccessfulCreate                job/pod-janitor-1606498560                         Created pod: pod-janitor-1606498560-nhgtp
18m         Normal    Completed                       job/pod-janitor-1606498560                         Job completed
17m         Normal    Scheduled                       pod/pod-janitor-1606498620-kphtz                   Successfully assigned icap-adaptation/pod-janitor-1606498620-kphtz to aks-icaptestnode-10971123-vmss000018
17m         Normal    Pulling                         pod/pod-janitor-1606498620-kphtz                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
17m         Normal    Pulled                          pod/pod-janitor-1606498620-kphtz                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
17m         Normal    Created                         pod/pod-janitor-1606498620-kphtz                   Created container pod-janitor
17m         Normal    Started                         pod/pod-janitor-1606498620-kphtz                   Started container pod-janitor
17m         Normal    SandboxChanged                  pod/pod-janitor-1606498620-kphtz                   Pod sandbox changed, it will be killed and re-created.
17m         Normal    SuccessfulCreate                job/pod-janitor-1606498620                         Created pod: pod-janitor-1606498620-kphtz
17m         Normal    Completed                       job/pod-janitor-1606498620                         Job completed
16m         Normal    Scheduled                       pod/pod-janitor-1606498680-8lrvt                   Successfully assigned icap-adaptation/pod-janitor-1606498680-8lrvt to aks-icaptestnode-10971123-vmss00000g
16m         Normal    Pulling                         pod/pod-janitor-1606498680-8lrvt                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
16m         Normal    Pulled                          pod/pod-janitor-1606498680-8lrvt                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
16m         Normal    Created                         pod/pod-janitor-1606498680-8lrvt                   Created container pod-janitor
16m         Normal    Started                         pod/pod-janitor-1606498680-8lrvt                   Started container pod-janitor
16m         Normal    SandboxChanged                  pod/pod-janitor-1606498680-8lrvt                   Pod sandbox changed, it will be killed and re-created.
16m         Normal    SuccessfulCreate                job/pod-janitor-1606498680                         Created pod: pod-janitor-1606498680-8lrvt
16m         Normal    Completed                       job/pod-janitor-1606498680                         Job completed
15m         Normal    Scheduled                       pod/pod-janitor-1606498740-8xmbr                   Successfully assigned icap-adaptation/pod-janitor-1606498740-8xmbr to aks-icaptestnode-10971123-vmss000021
15m         Normal    Pulling                         pod/pod-janitor-1606498740-8xmbr                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
15m         Normal    Pulled                          pod/pod-janitor-1606498740-8xmbr                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
15m         Normal    Created                         pod/pod-janitor-1606498740-8xmbr                   Created container pod-janitor
15m         Normal    Started                         pod/pod-janitor-1606498740-8xmbr                   Started container pod-janitor
15m         Normal    SuccessfulCreate                job/pod-janitor-1606498740                         Created pod: pod-janitor-1606498740-8xmbr
15m         Normal    Completed                       job/pod-janitor-1606498740                         Job completed
14m         Normal    Scheduled                       pod/pod-janitor-1606498800-s7vm5                   Successfully assigned icap-adaptation/pod-janitor-1606498800-s7vm5 to aks-icaptestnode-10971123-vmss00000p
14m         Normal    Pulled                          pod/pod-janitor-1606498800-s7vm5                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
14m         Normal    Created                         pod/pod-janitor-1606498800-s7vm5                   Created container pod-janitor
14m         Normal    Started                         pod/pod-janitor-1606498800-s7vm5                   Started container pod-janitor
14m         Normal    SandboxChanged                  pod/pod-janitor-1606498800-s7vm5                   Pod sandbox changed, it will be killed and re-created.
14m         Warning   FailedCreatePodSandBox          pod/pod-janitor-1606498800-s7vm5                   Failed to create pod sandbox: rpc error: code = Unknown desc = failed to start sandbox container for pod "pod-janitor-1606498800-s7vm5": Error response from daemon: OCI runtime create failed: container_linux.go:370: starting container process caused: process_linux.go:459: container init caused: Running hook #0:: error running hook: exit status 1, stdout: , stderr: time="2020-11-27T17:40:05Z" level=fatal msg="no such file or directory": unknown
14m         Normal    SuccessfulCreate                job/pod-janitor-1606498800                         Created pod: pod-janitor-1606498800-s7vm5
14m         Normal    Completed                       job/pod-janitor-1606498800                         Job completed
13m         Normal    Scheduled                       pod/pod-janitor-1606498860-g9445                   Successfully assigned icap-adaptation/pod-janitor-1606498860-g9445 to aks-icaptestnode-10971123-vmss00002p
13m         Normal    Pulling                         pod/pod-janitor-1606498860-g9445                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
13m         Normal    Pulled                          pod/pod-janitor-1606498860-g9445                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
13m         Normal    Created                         pod/pod-janitor-1606498860-g9445                   Created container pod-janitor
13m         Normal    Started                         pod/pod-janitor-1606498860-g9445                   Started container pod-janitor
13m         Normal    SuccessfulCreate                job/pod-janitor-1606498860                         Created pod: pod-janitor-1606498860-g9445
13m         Normal    Completed                       job/pod-janitor-1606498860                         Job completed
12m         Normal    Scheduled                       pod/pod-janitor-1606498920-nsp5d                   Successfully assigned icap-adaptation/pod-janitor-1606498920-nsp5d to aks-icaptestnode-10971123-vmss00001h
12m         Normal    Pulling                         pod/pod-janitor-1606498920-nsp5d                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
12m         Normal    Pulled                          pod/pod-janitor-1606498920-nsp5d                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
12m         Normal    Created                         pod/pod-janitor-1606498920-nsp5d                   Created container pod-janitor
12m         Normal    Started                         pod/pod-janitor-1606498920-nsp5d                   Started container pod-janitor
12m         Normal    SandboxChanged                  pod/pod-janitor-1606498920-nsp5d                   Pod sandbox changed, it will be killed and re-created.
12m         Normal    SuccessfulCreate                job/pod-janitor-1606498920                         Created pod: pod-janitor-1606498920-nsp5d
12m         Normal    Completed                       job/pod-janitor-1606498920                         Job completed
11m         Normal    Scheduled                       pod/pod-janitor-1606498980-m9l2t                   Successfully assigned icap-adaptation/pod-janitor-1606498980-m9l2t to aks-icaptestnode-10971123-vmss00000g
11m         Normal    Pulled                          pod/pod-janitor-1606498980-m9l2t                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
11m         Normal    Created                         pod/pod-janitor-1606498980-m9l2t                   Created container pod-janitor
11m         Normal    Started                         pod/pod-janitor-1606498980-m9l2t                   Started container pod-janitor
11m         Normal    SandboxChanged                  pod/pod-janitor-1606498980-m9l2t                   Pod sandbox changed, it will be killed and re-created.
11m         Normal    SuccessfulCreate                job/pod-janitor-1606498980                         Created pod: pod-janitor-1606498980-m9l2t
11m         Normal    Completed                       job/pod-janitor-1606498980                         Job completed
10m         Normal    Scheduled                       pod/pod-janitor-1606499040-v4pn2                   Successfully assigned icap-adaptation/pod-janitor-1606499040-v4pn2 to aks-icaptestnode-10971123-vmss00002j
10m         Normal    Pulling                         pod/pod-janitor-1606499040-v4pn2                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
10m         Normal    Pulled                          pod/pod-janitor-1606499040-v4pn2                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
10m         Normal    Created                         pod/pod-janitor-1606499040-v4pn2                   Created container pod-janitor
10m         Normal    Started                         pod/pod-janitor-1606499040-v4pn2                   Started container pod-janitor
10m         Normal    SandboxChanged                  pod/pod-janitor-1606499040-v4pn2                   Pod sandbox changed, it will be killed and re-created.
10m         Normal    SuccessfulCreate                job/pod-janitor-1606499040                         Created pod: pod-janitor-1606499040-v4pn2
10m         Normal    Completed                       job/pod-janitor-1606499040                         Job completed
9m12s       Normal    Scheduled                       pod/pod-janitor-1606499100-wrdkr                   Successfully assigned icap-adaptation/pod-janitor-1606499100-wrdkr to aks-icaptestnode-10971123-vmss00000u
9m11s       Normal    Pulling                         pod/pod-janitor-1606499100-wrdkr                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
9m9s        Normal    Pulled                          pod/pod-janitor-1606499100-wrdkr                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
9m9s        Normal    Created                         pod/pod-janitor-1606499100-wrdkr                   Created container pod-janitor
9m9s        Normal    Started                         pod/pod-janitor-1606499100-wrdkr                   Started container pod-janitor
9m6s        Normal    SandboxChanged                  pod/pod-janitor-1606499100-wrdkr                   Pod sandbox changed, it will be killed and re-created.
9m12s       Normal    SuccessfulCreate                job/pod-janitor-1606499100                         Created pod: pod-janitor-1606499100-wrdkr
9m7s        Normal    Completed                       job/pod-janitor-1606499100                         Job completed
8m12s       Normal    Scheduled                       pod/pod-janitor-1606499160-sp2bl                   Successfully assigned icap-adaptation/pod-janitor-1606499160-sp2bl to aks-icaptestnode-10971123-vmss00000d
8m11s       Normal    Pulling                         pod/pod-janitor-1606499160-sp2bl                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
8m9s        Normal    Pulled                          pod/pod-janitor-1606499160-sp2bl                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
8m8s        Normal    Created                         pod/pod-janitor-1606499160-sp2bl                   Created container pod-janitor
8m8s        Normal    Started                         pod/pod-janitor-1606499160-sp2bl                   Started container pod-janitor
8m12s       Normal    SuccessfulCreate                job/pod-janitor-1606499160                         Created pod: pod-janitor-1606499160-sp2bl
8m7s        Normal    Completed                       job/pod-janitor-1606499160                         Job completed
7m11s       Normal    Scheduled                       pod/pod-janitor-1606499220-nbr5j                   Successfully assigned icap-adaptation/pod-janitor-1606499220-nbr5j to aks-icaptestnode-10971123-vmss000012
7m10s       Normal    Pulling                         pod/pod-janitor-1606499220-nbr5j                   Pulling image "glasswallsolutions/pod-janitor:main-5ce5e69"
7m9s        Normal    Pulled                          pod/pod-janitor-1606499220-nbr5j                   Successfully pulled image "glasswallsolutions/pod-janitor:main-5ce5e69"
7m8s        Normal    Created                         pod/pod-janitor-1606499220-nbr5j                   Created container pod-janitor
7m8s        Normal    Started                         pod/pod-janitor-1606499220-nbr5j                   Started container pod-janitor
7m6s        Normal    SandboxChanged                  pod/pod-janitor-1606499220-nbr5j                   Pod sandbox changed, it will be killed and re-created.
7m11s       Normal    SuccessfulCreate                job/pod-janitor-1606499220                         Created pod: pod-janitor-1606499220-nbr5j
7m7s        Normal    Completed                       job/pod-janitor-1606499220                         Job completed
3m11s       Normal    Scheduled                       pod/pod-janitor-1606499460-5jl46                   Successfully assigned icap-adaptation/pod-janitor-1606499460-5jl46 to aks-icaptestnode-10971123-vmss000012
3m10s       Normal    Pulled                          pod/pod-janitor-1606499460-5jl46                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
3m10s       Normal    Created                         pod/pod-janitor-1606499460-5jl46                   Created container pod-janitor
3m10s       Normal    Started                         pod/pod-janitor-1606499460-5jl46                   Started container pod-janitor
3m11s       Normal    SuccessfulCreate                job/pod-janitor-1606499460                         Created pod: pod-janitor-1606499460-5jl46
3m9s        Normal    Completed                       job/pod-janitor-1606499460                         Job completed
